SampleID	Index	OlinkID	UniProt	Assay	MissingFreq	Panel	Panel_Version	PlateID	QC_Warning	LOD	NPX	Normalization
Sample_00010	610	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.7	Intensity Normalized (v.2)
Sample_00011	611	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.61	Intensity Normalized (v.2)
Sample_00012	612	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.24	Intensity Normalized (v.2)
Sample_00013	613	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.31	Intensity Normalized (v.2)
Sample_00014	614	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.17	Intensity Normalized (v.2)
Sample_00015	615	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.8	Intensity Normalized (v.2)
Sample_00016	616	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.09	Intensity Normalized (v.2)
Sample_00017	617	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.33	Intensity Normalized (v.2)
Sample_00018	618	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.2	Intensity Normalized (v.2)
Sample_00019	619	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.58	Intensity Normalized (v.2)
Sample_00020	620	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.92	Intensity Normalized (v.2)
Sample_00021	621	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.33	Intensity Normalized (v.2)
Sample_00022	622	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.25	Intensity Normalized (v.2)
Sample_00023	623	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.22	Intensity Normalized (v.2)
Sample_00024	624	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.86	Intensity Normalized (v.2)
Sample_00025	625	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.21	Intensity Normalized (v.2)
Sample_00026	626	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.94	Intensity Normalized (v.2)
Sample_00027	627	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9	Intensity Normalized (v.2)
Sample_00028	628	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.06	Intensity Normalized (v.2)
Sample_00029	629	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.21	Intensity Normalized (v.2)
Sample_00030	630	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.05	Intensity Normalized (v.2)
Sample_00031	631	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.81	Intensity Normalized (v.2)
Sample_00032	632	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.53	Intensity Normalized (v.2)
Sample_00033	633	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.49	Intensity Normalized (v.2)
Sample_00034	634	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.6	Intensity Normalized (v.2)
Sample_00035	635	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.84	Intensity Normalized (v.2)
Sample_00036	636	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.02	Intensity Normalized (v.2)
Sample_00037	637	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.32	Intensity Normalized (v.2)
Sample_00038	638	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.95	Intensity Normalized (v.2)
Sample_00039	639	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.22	Intensity Normalized (v.2)
Sample_00040	640	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.29	Intensity Normalized (v.2)
Sample_00041	641	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.2	Intensity Normalized (v.2)
Sample_00042	642	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.36	Intensity Normalized (v.2)
Sample_00043	643	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.4	Intensity Normalized (v.2)
Sample_00044	644	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.3	Intensity Normalized (v.2)
Sample_00045	645	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.25	Intensity Normalized (v.2)
Sample_00046	646	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.39	Intensity Normalized (v.2)
Sample_00047	647	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.67	Intensity Normalized (v.2)
Sample_00048	648	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.55	Intensity Normalized (v.2)
Sample_00049	649	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.76	Intensity Normalized (v.2)
Sample_00050	650	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.47	Intensity Normalized (v.2)
Sample_00051	651	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.67	Intensity Normalized (v.2)
Sample_00052	652	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.35	Intensity Normalized (v.2)
Sample_00053	653	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.08	Intensity Normalized (v.2)
Sample_00054	654	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.74	Intensity Normalized (v.2)
Sample_00055	655	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.28	Intensity Normalized (v.2)
Sample_00056	656	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.19	Intensity Normalized (v.2)
Sample_00057	657	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.05	Intensity Normalized (v.2)
Sample_00058	658	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.21	Intensity Normalized (v.2)
Sample_00059	659	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.88	Intensity Normalized (v.2)
Sample_00060	660	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.7	Intensity Normalized (v.2)
Sample_00061	661	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.89	Intensity Normalized (v.2)
Sample_00062	662	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.79	Intensity Normalized (v.2)
Sample_00063	663	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.1	Intensity Normalized (v.2)
Sample_00064	664	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.58	Intensity Normalized (v.2)
Sample_00065	665	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.18	Intensity Normalized (v.2)
Sample_00066	666	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.11	Intensity Normalized (v.2)
Sample_00067	667	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.54	Intensity Normalized (v.2)
Sample_00068	668	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.3	Intensity Normalized (v.2)
Sample_00069	669	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.58	Intensity Normalized (v.2)
Sample_00070	670	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.02	Intensity Normalized (v.2)
Sample_00071	671	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.9	Intensity Normalized (v.2)
Sample_00072	672	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.78	Intensity Normalized (v.2)
Sample_00073	673	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.02	Intensity Normalized (v.2)
Sample_00074	674	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.73	Intensity Normalized (v.2)
Sample_00075	675	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.16	Intensity Normalized (v.2)
Sample_00076	676	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.45	Intensity Normalized (v.2)
Sample_00077	677	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.39	Intensity Normalized (v.2)
Sample_00078	678	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.73	Intensity Normalized (v.2)
Sample_00079	679	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.34	Intensity Normalized (v.2)
Sample_00080	680	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.83	Intensity Normalized (v.2)
Sample_00081	681	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.66	Intensity Normalized (v.2)
Sample_00082	682	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.05	Intensity Normalized (v.2)
Sample_00083	683	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.09	Intensity Normalized (v.2)
Sample_00084	684	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.65	Intensity Normalized (v.2)
Sample_00085	685	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.38	Intensity Normalized (v.2)
Sample_00086	686	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.65	Intensity Normalized (v.2)
Sample_00087	687	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.92	Intensity Normalized (v.2)
Sample_00088	688	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.37	Intensity Normalized (v.2)
Sample_00089	689	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.39	Intensity Normalized (v.2)
Sample_00090	690	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.02	Intensity Normalized (v.2)
CONTROL_0001	691	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.08	Intensity Normalized (v.2)
CONTROL_0002	692	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.4	Intensity Normalized (v.2)
CONTROL_0003	693	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.64	Intensity Normalized (v.2)
CONTROL_0004	694	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.64	Intensity Normalized (v.2)
CONTROL_0005	695	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.72	Intensity Normalized (v.2)
Empty well_01	696	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.6	Intensity Normalized (v.2)
Empty well_02	697	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.01	Intensity Normalized (v.2)
Empty well_03	698	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.03	Intensity Normalized (v.2)
Empty well_04	699	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.58	Intensity Normalized (v.2)
Empty well_05	700	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.44	Intensity Normalized (v.2)
Sample_00001	701	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.14	Intensity Normalized (v.2)
Sample_00002	702	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.38	Intensity Normalized (v.2)
Sample_00003	703	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.48	Intensity Normalized (v.2)
Sample_00004	704	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.81	Intensity Normalized (v.2)
Sample_00005	705	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.79	Intensity Normalized (v.2)
Sample_00006	706	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.5	Intensity Normalized (v.2)
Sample_00007	707	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.25	Intensity Normalized (v.2)
Sample_00008	708	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.49	Intensity Normalized (v.2)
Sample_00009	709	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.63	Intensity Normalized (v.2)
Sample_00010	710	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.43	Intensity Normalized (v.2)
Sample_00011	711	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.96	Intensity Normalized (v.2)
Sample_00012	712	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.93	Intensity Normalized (v.2)
Sample_00013	713	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.46	Intensity Normalized (v.2)
Sample_00014	714	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.58	Intensity Normalized (v.2)
Sample_00015	715	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.67	Intensity Normalized (v.2)
Sample_00016	716	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.9	Intensity Normalized (v.2)
Sample_00017	717	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.83	Intensity Normalized (v.2)
Sample_00018	718	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.22	Intensity Normalized (v.2)
Sample_00019	719	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.87	Intensity Normalized (v.2)
Sample_00020	720	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.45	Intensity Normalized (v.2)
Sample_00021	721	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.79	Intensity Normalized (v.2)
Sample_00022	722	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.57	Intensity Normalized (v.2)
Sample_00023	723	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.21	Intensity Normalized (v.2)
Sample_00024	724	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.87	Intensity Normalized (v.2)
Sample_00025	725	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.95	Intensity Normalized (v.2)
Sample_00026	726	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.12	Intensity Normalized (v.2)
Sample_00027	727	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.22	Intensity Normalized (v.2)
Sample_00028	728	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.12	Intensity Normalized (v.2)
Sample_00029	729	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.25	Intensity Normalized (v.2)
Sample_00030	730	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.52	Intensity Normalized (v.2)
Sample_00031	731	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.47	Intensity Normalized (v.2)
Sample_00032	732	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.74	Intensity Normalized (v.2)
Sample_00033	733	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.51	Intensity Normalized (v.2)
Sample_00034	734	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.5	Intensity Normalized (v.2)
Sample_00035	735	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.34	Intensity Normalized (v.2)
Sample_00036	736	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.7	Intensity Normalized (v.2)
Sample_00037	737	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.03	Intensity Normalized (v.2)
Sample_00038	738	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.79	Intensity Normalized (v.2)
Sample_00039	739	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.44	Intensity Normalized (v.2)
Sample_00040	740	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.16	Intensity Normalized (v.2)
Sample_00041	741	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.23	Intensity Normalized (v.2)
Sample_00042	742	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6	Intensity Normalized (v.2)
Sample_00043	743	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.98	Intensity Normalized (v.2)
Sample_00044	744	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.64	Intensity Normalized (v.2)
Sample_00045	745	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.65	Intensity Normalized (v.2)
Sample_00046	746	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.05	Intensity Normalized (v.2)
Sample_00047	747	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.9	Intensity Normalized (v.2)
Sample_00048	748	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.97	Intensity Normalized (v.2)
Sample_00049	749	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.16	Intensity Normalized (v.2)
Sample_00050	750	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.69	Intensity Normalized (v.2)
Sample_00051	751	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.41	Intensity Normalized (v.2)
Sample_00052	752	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.56	Intensity Normalized (v.2)
Sample_00053	753	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.77	Intensity Normalized (v.2)
Sample_00054	754	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.2	Intensity Normalized (v.2)
Sample_00055	755	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.34	Intensity Normalized (v.2)
Sample_00056	756	OID00008	P93130	Protein_8	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.4	Intensity Normalized (v.2)
